,MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
17547,M3,N2,3,T916,452.0,1.0,217.0,217.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,SAGAR,SAGAR
17548,M3,N2,3,T916,452.0,1.0,235.0,235.0,PACKAGED ATTA (1/95),ATTA,ATTA,CARGILL FOODS,NATURE FRESH,NATURE FRSH SAMPOORNA CHK ATTA
17549,M3,N2,4,T917,485.0,1.0,90.0,90.0,NON-REFINED OILS   (9/93),MUSTARD/RAPE SEED,MUSTARD/RAPE SEED,PRABHAT DAIRY PVT LTD,PRABHAT,PRABHAT
17550,M3,N2,4,T917,485.0,4.0,40.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
17551,M3,N2,4,T917,485.0,1.0,80.0,80.0,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,HALDIRAM,HALDIRAM,HALDIRAM SEV BHUJIA
17552,M3,N2,4,T917,485.0,5.0,275.0,55.0,SPICES (03/04),BLENDED,PICKLE POWDER-OTHER MASALA,BEDEKAR,BEDEKAR,BEDEKAR
17553,M3,N2,4,T918,45.0,1.0,45.0,45.0,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,KARNATAKA SOAPS,MYSORE SANDAL,MYSORE SANDAL
17554,M3,N2,4,T919,424.0,2.0,240.0,120.0,TOILET SOAPS (04/00),POPULAR,POPULAR,JYOTHY LABORATORIES,MARGO,MARGO ORIGINAL
17555,M3,N2,4,T919,424.0,2.0,184.0,92.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE VISIBLE WHITE,COLGATE VISIBLE WHITE
17556,M3,N2,4,T920,133.0,1.0,82.0,82.0,CLEANERS - TOILET,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC POWER,HARPIC POWER PLUS
17557,M3,N2,4,T920,133.0,1.0,51.0,51.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,JYOTHY LABORATORIES,PRIL,PRIL PERFECT
17558,M3,N2,4,T921,110.0,1.0,110.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
17559,M3,N2,4,T922,50.0,5.0,50.0,10.0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,JYOTHY LABORATORIES,CHEK,CHEK
17560,M3,N2,4,T923,20.0,2000.0,20.0,0.01,CLEANERS - UTENSIL,TRADITIONAL,LIQUIDS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
17561,M3,N2,4,T924,110.0,1.0,110.0,110.0,ANTACIDS,POWDERS,POWDERS,GLAXO SMITHKLINE,ENO,ENO FRUIT SALT
17562,M3,N2,4,T926,160.0,1.0,160.0,160.0,HOME INSECTICIDES CTG  (8/93),AEROSOL,AEROSOL,GODREJ CONSUMER PRODS,HIT,HIT
17563,M3,N2,4,T927,96.0,8.0,96.0,12.0,BATTERIES,NON-ALKALINE,AAA-SIZE,PANASONIC BATTERY IND,PANASONIC,PANASONIC GOLD
17564,M3,N2,4,T928,30.0,2.0,30.0,15.0,TOILET SOAPS (04/00),MASS,MASS,GODREJ CONSUMER PRODS,CINTHOL,CINTHOL DEO
17565,M3,N2,4,T929,588.0,3.0,588.0,196.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
17566,M3,N2,4,T930,60.0,4.0,60.0,15.0,BATTERIES,NON-ALKALINE,AA-SIZE,PANASONIC BATTERY IND,NOVINO,NOVINO GOLD
17567,M3,N2,4,T931,194.0,2.0,194.0,97.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,NESTLE INDIA,MAGGI,MAGGI TOMATO KETCHUP
17568,M3,N2,4,T932,70.0,1.0,40.0,40.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,CRACKLE
17569,M3,N2,4,T932,70.0,1.0,30.0,30.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,PURE MAGIC,PURE MAGIC CHOCOLUSH
17570,M3,N2,4,T936,400.0,2.0,400.0,200.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA TETLEY,TATA TETLEY
17571,M3,N2,4,T937,240.0,16.0,240.0,15.0,BATTERIES,NON-ALKALINE,AA-SIZE,PANASONIC BATTERY IND,NOVINO,NOVINO GOLD
17572,M3,N2,4,T938,473.0,1.0,28.0,28.0,VERMICELLI & NOODLE,VERMICILLI,VERMICILLI,HATHI CHHAP SEV,ELEPHANT,ELEPHANT
17573,M3,N2,4,T938,473.0,1.0,210.0,210.0,PACKAGED RICE (1/95),BASMATI RICE,BASMATI RICE,AMAR SINGH CHAWALWAL,LAL QILLA,LAL QILLA
17574,M3,N2,4,T938,473.0,1.0,115.0,115.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,GITS FOOD PRODS,GITS,GITS
17575,M3,N2,4,T938,473.0,1.0,120.0,120.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,COLGATE-PALMOLIVE,PALMOLIVE,PALMOLIVE NATURALS
17576,M3,N2,4,T940,91.0,2.0,40.0,20.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
17577,M3,N2,4,T940,91.0,1.0,51.0,51.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,JYOTHY LABORATORIES,PRIL,PRIL PERFECT
17578,M3,N2,4,T942,151.0,1.0,49.0,49.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
17579,M3,N2,4,T942,151.0,1.0,102.0,102.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE
17580,M3,N2,4,T943,98.0,1.0,98.0,98.0,CLEANERS - UTENSIL,TRADITIONAL,LIQUIDS,JYOTHY LABORATORIES,PRIL,PRIL PERFECT
17581,M3,N2,5,T945,35.0,1.0,35.0,35.0,READY TO EAT,READY TO COOK SNACKS MIXES,READY TO COOK SNACKS MIXES,TALOD GRUH UDYOG,TALOD,TALOD
17582,M3,N2,5,T946,88.0,1.0,88.0,88.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,OTHER COLGATE,COLGATE HERBAL
17583,M3,N2,5,T947,20.0,1.0,20.0,20.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
17584,M3,N2,5,T950,120.0,1.0,120.0,120.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GODREJ INDS (FOODS DIVISION),GODREJ,GODREJ
17585,M3,N2,5,T951,240.0,2.0,110.0,55.0,BISCUITS - CORE & NON CORE,ARROWROOT,ARROWROOT,BRITANNIA INDS,NUTRICHOICE,5 GRAIN
17586,M3,N2,5,T951,240.0,13.0,130.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,BALAJI WAFERS P L,BALAJI,BALAJI TOMATO MASTI CHIPS
17587,M3,N2,5,T952,130.0,1.0,130.0,130.0,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,CONCTN POWDERS,MONDELEZ INTERNATIONAL,TANG,TANG
17588,M3,N2,5,T953,20.0,1.0,20.0,20.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
17589,M3,N2,5,T955,75.0,1.0,75.0,75.0,HAIR OILS PKTP(8/02),RIGID,COOLING OIL,EMAMI,NAVRATNA,NAVRATNA
17590,M3,N2,5,T956,365.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17591,M3,N2,5,T956,365.0,1.0,140.0,140.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
17592,M3,N2,5,T957,278.0,1.0,59.0,59.0,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,JHAVERI INDUSTRIES,BADSHAH,BADSHAH
17593,M3,N2,5,T957,278.0,1.0,219.0,219.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL FRONT LOAD
17594,M3,N2,6,T958,330.0,1.0,330.0,330.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GIRNAR FOOD & BEVER,GIRNAR,GIRNAR
17595,M3,N2,6,T959,226.0,1.0,50.0,50.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
17596,M3,N2,6,T959,226.0,1.0,176.0,176.0,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
17597,M3,N2,6,T960,741.0,1.0,190.0,190.0,BREAKFAST CEREALS,HOT CEREALS,OATS,PEPSICO INDIA,QUAKER,QUAKER OATS
17598,M3,N2,6,T960,741.0,1.0,266.0,266.0,HOME INSECTICIDES CTG  (8/93),AEROSOL,AEROSOL,GODREJ CONSUMER PRODS,HIT,HIT
17599,M3,N2,6,T960,741.0,1.0,285.0,285.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GODREJ INDS (FOODS DIVISION),GODREJ,GODREJ
17600,M3,N2,6,T963,135.0,1.0,135.0,135.0,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
17601,M3,N2,6,T964,325.0,4.0,40.0,10.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
17602,M3,N2,6,T964,325.0,1.0,285.0,285.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GODREJ INDS (FOODS DIVISION),GODREJ,GODREJ
17603,M3,N2,6,T966,3438.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
17604,M3,N2,6,T966,3438.0,2.0,418.0,209.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
17605,M3,N2,6,T966,3438.0,3.0,780.0,260.0,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,HINDUSTAN UNILEVER LIMITED,SUNSILK,SUNSILK
17606,M3,N2,6,T966,3438.0,3.0,177.0,59.0,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,JHAVERI INDUSTRIES,BADSHAH,BADSHAH
17607,M3,N2,6,T966,3438.0,2.0,36.0,18.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 ROSEWATER & ALMOND
17608,M3,N2,6,T966,3438.0,1.0,219.0,219.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL FRONT LOAD
17609,M3,N2,6,T966,3438.0,2.0,450.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17610,M3,N2,6,T966,3438.0,1.0,60.0,60.0,PACKAGED ATTA (1/95),MAIDA,MAIDA,UNITED TRADING CORPORATION,BLUE BIRD,BLUE BIRD
17611,M3,N2,6,T966,3438.0,3000.0,975.0,0.33,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,BLENDED OIL,MARICO INDS,SAFFOLA,SAFFOLA GOLD
17612,M3,N2,6,T966,3438.0,1.0,215.0,215.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL
17613,M3,N2,6,T966,3438.0,2.0,98.0,49.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
17614,M3,N2,6,T968,140.0,1.0,140.0,140.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
17615,M3,N2,6,T969,235.0,1.0,95.0,95.0,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
17616,M3,N2,6,T969,235.0,1.0,140.0,140.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
17617,M3,N2,6,T970,120.0,12.0,120.0,10.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
17618,M3,N2,6,T971,264.0,1.0,92.0,92.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
17619,M3,N2,6,T971,264.0,1.0,172.0,172.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE CREAM BEAUTY BATHING BAR
17620,M3,N2,6,T972,264.0,1.0,92.0,92.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
17621,M3,N2,6,T972,264.0,1.0,172.0,172.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE CREAM BEAUTY BATHING BAR
17622,M3,N2,6,T973,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
17623,M3,N2,6,T974,1070.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17624,M3,N2,6,T974,1070.0,1.0,320.0,320.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,GODREJ CONSUMER PRODS,GENTEEL,GENTEEL
17625,M3,N2,6,T974,1070.0,1.0,290.0,290.0,SANITARY NAPKINS,SANITARY NAPKINS,SANITARY NAPKINS,PROCTER & GAMBLE,WHISPER ULTRA,WHISPER ULTRA NIGHTS
17626,M3,N2,6,T974,1070.0,1.0,235.0,235.0,PACKAGED ATTA (1/95),ATTA,ATTA,CARGILL FOODS,NATURE FRESH,NATURE FRSH SAMPOORNA CHK ATTA
17627,M3,N2,10,T1021,400.0,5.0,400.0,80.0,CHEESE        (4/94),CHEESE SPREAD,CHEESE SPREAD,G C M M F,AMUL,AMUL
17628,M3,N2,10,T1022,200.0,100.0,200.0,2.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
17629,M3,N2,10,T1023,450.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
17630,M3,N2,10,T1023,450.0,4.0,40.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
17631,M3,N2,10,T1023,450.0,1.0,120.0,120.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,COLGATE-PALMOLIVE,PALMOLIVE,PALMOLIVE NATURALS
17632,M3,N2,10,T1023,450.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
17633,M3,N2,10,T1023,450.0,1.0,50.0,50.0,PACKAGED ATTA (1/95),ATTA,ATTA,GENERAL MILLS,PILLSBURY,PILLSBURY CHAKKI FRSH
17634,M3,N2,10,T1023,450.0,1.0,210.0,210.0,PACKAGED RICE (1/95),BASMATI RICE,BASMATI RICE,AMAR SINGH CHAWALWAL,LAL QILLA,LAL QILLA
17635,M3,N2,10,T1024,363.0,2.0,138.0,69.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
17636,M3,N2,10,T1024,363.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17637,M3,N2,10,T1025,170.0,1.0,130.0,130.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN FRESH KETCHUP
17638,M3,N2,10,T1025,170.0,4.0,40.0,10.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
17639,M3,N2,10,T1026,50.0,1.0,50.0,50.0,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE
17640,M3,N2,10,T1027,145.0,1.0,95.0,95.0,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
17641,M3,N2,10,T1027,145.0,1.0,50.0,50.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
17642,M3,N2,10,T1031,266.0,1.0,266.0,266.0,HOME INSECTICIDES CTG  (8/93),AEROSOL,AEROSOL,GODREJ CONSUMER PRODS,HIT,HIT
17643,M3,N2,10,T1032,182.0,1.0,182.0,182.0,HOME INSECTICIDES CTG  (8/93),AEROSOL,AEROSOL,GODREJ CONSUMER PRODS,HIT,HIT LIME
17644,M3,N2,10,T1034,24.0,2.0,24.0,12.0,BATTERIES,NON-ALKALINE,AAA-SIZE,PANASONIC BATTERY IND,PANASONIC,PANASONIC GOLD
17645,M3,N2,10,T1035,335.0,1.0,325.0,325.0,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,BLENDED OIL,MARICO INDS,SAFFOLA,SAFFOLA GOLD
17646,M3,N2,10,T1035,335.0,1.0,10.0,10.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,JYOTHY LABORATORIES,HENKO,HENKO STAIN CHAMP
17647,M3,N2,10,T1036,169.0,1.0,49.0,49.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
17648,M3,N2,10,T1036,169.0,4.0,120.0,30.0,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,BALAJI WAFERS P L,BALAJI,BALAJI BANANA CHIPS
17649,M3,N2,10,T1037,265.0,1.0,217.0,217.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,AMUL,AMUL
17650,M3,N2,10,T1037,265.0,4.0,48.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
17651,M3,N2,10,T1038,235.0,1.0,235.0,235.0,PACKAGED ATTA (1/95),ATTA,ATTA,CARGILL FOODS,NATURE FRESH,NATURE FRSH SAMPOORNA CHK ATTA
17652,M3,N2,10,T1039,370.0,1000.0,230.0,0.23,"FRAGRANCE-PERFUM,DEO & COLOGNE",FRAGRANCE - DEODORANT,FRAGRANCE - DEODORANT,VINI COSMETICS PVT LTD,FOGG,FOGG FRESH AROMATIC
17653,M3,N2,10,T1039,370.0,1.0,140.0,140.0,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
17654,M3,N2,12,T1052,174.0,1.0,174.0,174.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,ORGANIC INDIA PVT LTD,ORGANIC INDIA,ORGANIC INDIA
17655,M3,N2,12,T1053,200.0,1.0,200.0,200.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA TETLEY,TATA TETLEY
17656,M3,N2,12,T1056,98.0,1.0,98.0,98.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT-G
17657,M3,N2,12,T1058,110.0,1.0,110.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
17658,M3,N2,12,T1059,30.0,2.0,30.0,15.0,BATTERIES,NON-ALKALINE,AA-SIZE,PANASONIC BATTERY IND,NOVINO,NOVINO GOLD
17659,M3,N2,12,T1060,1189.0,2.0,430.0,215.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL
17660,M3,N2,12,T1060,1189.0,2.0,474.0,237.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL MATIC TOP LOAD
17661,M3,N2,12,T1060,1189.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17662,M3,N2,12,T1060,1189.0,1.0,60.0,60.0,PRE-POST WASH PRODUCTS,LIQUID BLEACHES,LIQUID BLEACHES,HINDUSTAN UNILEVER LIMITED,RIN,RIN
17663,M3,N2,12,T1062,385.0,1.0,30.0,30.0,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,HALDIRAM,HALDIRAM,HALDIRAM OTHER MIXTURE
17664,M3,N2,12,T1062,385.0,1.0,20.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,UNIBIC BISCUITS,UNIBIC,UNIBIC
17666,M3,N2,12,T1062,385.0,1.0,25.0,25.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,UNIBIC BISCUITS,UNIBIC,UNIBIC
17667,M3,N2,12,T1062,385.0,1.0,210.0,210.0,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,HALDIRAM,HALDIRAM PRABHUJI,HALDIRAM PRABHUJI
17668,M3,N2,12,T1062,385.0,1.0,40.0,40.0,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,GARDEN HYGIENIC SNACKS,GARDEN,GARDEN
17669,M3,N2,12,T1062,385.0,2.0,40.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
17670,M3,N2,12,T1065,35.0,1.0,35.0,35.0,DIGESTIVES,TABLETS,TABLETS,DABUR,HAJMOLA,HAJMOLA
17671,M3,N2,12,T1066,917.0,2.0,68.0,34.0,SPICES (03/04),BLENDED,SABJI MASALA-BASIC MASALA,NESTLE INDIA,MAGGI,MAGGI
17672,M3,N2,12,T1066,917.0,5.0,50.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
17673,M3,N2,12,T1066,917.0,1.0,45.0,45.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
17674,M3,N2,12,T1066,917.0,1.0,262.0,262.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL MATIC FRONT LOAD
17675,M3,N2,12,T1066,917.0,2.0,92.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17676,M3,N2,12,T1066,917.0,2.0,400.0,200.0,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,BLENDED OIL,MARICO INDS,SAFFOLA,SAFFOLA TOTAL
17677,M3,N2,12,T1067,161.0,1.0,106.0,106.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE
17678,M3,N2,12,T1067,161.0,1.0,55.0,55.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA AGNI,TATA AGNI EXTRA STRONG LEAVES
17679,M3,N2,12,T1068,50.0,1.0,50.0,50.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
17680,M3,N2,12,T1069,60.0,3.0,60.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
17681,M3,N2,12,T1073,200.0,1.0,200.0,200.0,REFINED EDIBLE OILS-ALL PACKS,GROUND NUT,GROUND NUT,R R OOMERBHOY,PRIMIO,PRIMIO
17682,M3,N2,12,T1074,90.0,2.0,20.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CLASSIC SALTED
17683,M3,N2,12,T1074,90.0,2.0,70.0,35.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CLASSIC SALTED
17684,M3,N2,12,T1076,80.0,1.0,80.0,80.0,SUGAR SUBSTITUTE (11/05),POWDER (SUGAR SUBST),POWDER (SUGAR SUBST),ZYDUS WELLNESS LTD,SUGAR FREE,SUGAR FREE NATURA
17685,M3,N2,14,T1096,407.0,1.0,62.0,62.0,SUGAR SUBSTITUTE (11/05),PELLETS (SUGAR SUBST),PELLETS (SUGAR SUBST),ZYDUS WELLNESS LTD,SUGAR FREE,SUGAR FREE NATURA
17686,M3,N2,14,T1096,407.0,1.0,200.0,200.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GIRNAR FOOD & BEVER,GIRNAR,GIRNAR
17687,M3,N2,14,T1096,407.0,1.0,145.0,145.0,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
17688,M3,N2,14,T1097,10.0,1.0,10.0,10.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,MONDELEZ INTERNATIONAL,PERK,PERK
17689,M3,N2,14,T1098,272.0,1.0,50.0,50.0,PACKAGED ATTA (1/95),ATTA,ATTA,CARGILL FOODS,NATURE FRESH,NATURE FRSH SAMPOORNA CHK ATTA
17690,M3,N2,14,T1098,272.0,1.0,222.0,222.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,JYOTHY LABORATORIES,HENKO,HENKO MATIC
17691,M3,N2,14,T1099,120.0,6.0,120.0,20.0,OTHER SCOURERS,OTHER SCOURERS,OTHER SCOURERS,R R CHEM,DRAIN IT,DRAIN IT
